Alias;Place;Link;Code
ACARA;ACARA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1500206?formato=application/vnd.geo+json&qualidade=maxima;1500206
ACARAPE;ACARAPE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2300150?formato=application/vnd.geo+json&qualidade=maxima;2300150
ACARAU;ACARAU;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2300200?formato=application/vnd.geo+json&qualidade=maxima;2300200
ACARI;ACARI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2400109?formato=application/vnd.geo+json&qualidade=maxima;2400109
ACAUA;ACAUA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2200053?formato=application/vnd.geo+json&qualidade=maxima;2200053
ACEGUA;ACEGUA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4300034?formato=application/vnd.geo+json&qualidade=maxima;4300034
ACOPIARA;ACOPIARA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2300309?formato=application/vnd.geo+json&qualidade=maxima;2300309
ACORIZAL;ACORIZAL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5100102?formato=application/vnd.geo+json&qualidade=maxima;5100102
ACRELANDIA;ACRELANDIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1200013?formato=application/vnd.geo+json&qualidade=maxima;1200013
ACREUNA;ACREUNA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200134?formato=application/vnd.geo+json&qualidade=maxima;5200134
ACU;ACU;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2400208?formato=application/vnd.geo+json&qualidade=maxima;2400208
ACUCENA;ACUCENA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3100500?formato=application/vnd.geo+json&qualidade=maxima;3100500
ADAMANTINA;ADAMANTINA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3500105?formato=application/vnd.geo+json&qualidade=maxima;3500105
ADELANDIA;ADELANDIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200159?formato=application/vnd.geo+json&qualidade=maxima;5200159
ADOLFO;ADOLFO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3500204?formato=application/vnd.geo+json&qualidade=maxima;3500204
ADRIANOPOLIS;ADRIANOPOLIS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4100202?formato=application/vnd.geo+json&qualidade=maxima;4100202
ADUSTINA;ADUSTINA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2900355?formato=application/vnd.geo+json&qualidade=maxima;2900355
AFOGADOS DA INGAZEIRA;AFOGADOS DA INGAZEIRA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2600104?formato=application/vnd.geo+json&qualidade=maxima;2600104
AFONSO BEZERRA;AFONSO BEZERRA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2400307?formato=application/vnd.geo+json&qualidade=maxima;2400307
AFONSO CLAUDIO;AFONSO CLAUDIO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3200102?formato=application/vnd.geo+json&qualidade=maxima;3200102
AFONSO CUNHA;AFONSO CUNHA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2100105?formato=application/vnd.geo+json&qualidade=maxima;2100105
AFRANIO;AFRANIO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2600203?formato=application/vnd.geo+json&qualidade=maxima;2600203
AFUA;AFUA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1500305?formato=application/vnd.geo+json&qualidade=maxima;1500305
AGRESTINA;AGRESTINA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2600302?formato=application/vnd.geo+json&qualidade=maxima;2600302
AGRICOLANDIA;AGRICOLANDIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2200103?formato=application/vnd.geo+json&qualidade=maxima;2200103
AGROLANDIA;AGROLANDIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4200200?formato=application/vnd.geo+json&qualidade=maxima;4200200
AGRONOMICA;AGRONOMICA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4200309?formato=application/vnd.geo+json&qualidade=maxima;4200309
AGUA AZUL DO NORTE;AGUA AZUL DO NORTE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1500347?formato=application/vnd.geo+json&qualidade=maxima;1500347
AGUA BOA(MG);AGUA BOA(MG);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3100609?formato=application/vnd.geo+json&qualidade=maxima;3100609
AGUA BOA(MT);AGUA BOA(MT);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5100201?formato=application/vnd.geo+json&qualidade=maxima;5100201
AGUA BRANCA(PI);AGUA BRANCA(PI);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2200202?formato=application/vnd.geo+json&qualidade=maxima;2200202
AGUA BRANCA(PB);AGUA BRANCA(PB);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2500106?formato=application/vnd.geo+json&qualidade=maxima;2500106
AGUA BRANCA(AL);AGUA BRANCA(AL);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2700102?formato=application/vnd.geo+json&qualidade=maxima;2700102
AGUA CLARA;AGUA CLARA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5000203?formato=application/vnd.geo+json&qualidade=maxima;5000203
AGUA COMPRIDA;AGUA COMPRIDA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3100708?formato=application/vnd.geo+json&qualidade=maxima;3100708
AGUA DOCE;AGUA DOCE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4200408?formato=application/vnd.geo+json&qualidade=maxima;4200408
AGUA DOCE DO MARANHAO;AGUA DOCE DO MARANHAO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2100154?formato=application/vnd.geo+json&qualidade=maxima;2100154
AGUA DOCE DO NORTE;AGUA DOCE DO NORTE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3200169?formato=application/vnd.geo+json&qualidade=maxima;3200169
AGUA FRIA;AGUA FRIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2900405?formato=application/vnd.geo+json&qualidade=maxima;2900405
AGUA FRIA DE GOIAS;AGUA FRIA DE GOIAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200175?formato=application/vnd.geo+json&qualidade=maxima;5200175
AGUA LIMPA;AGUA LIMPA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200209?formato=application/vnd.geo+json&qualidade=maxima;5200209
AGUA NOVA;AGUA NOVA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2400406?formato=application/vnd.geo+json&qualidade=maxima;2400406
AGUA PRETA;AGUA PRETA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2600401?formato=application/vnd.geo+json&qualidade=maxima;2600401
AGUA SANTA;AGUA SANTA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4300059?formato=application/vnd.geo+json&qualidade=maxima;4300059
AGUAI;AGUAI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3500303?formato=application/vnd.geo+json&qualidade=maxima;3500303
AGUANIL;AGUANIL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3100807?formato=application/vnd.geo+json&qualidade=maxima;3100807
AGUAS BELAS;AGUAS BELAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2600500?formato=application/vnd.geo+json&qualidade=maxima;2600500
AGUAS DA PRATA;AGUAS DA PRATA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3500402?formato=application/vnd.geo+json&qualidade=maxima;3500402
AGUAS DE CHAPECO;AGUAS DE CHAPECO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4200507?formato=application/vnd.geo+json&qualidade=maxima;4200507
AGUAS DE LINDOIA;AGUAS DE LINDOIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3500501?formato=application/vnd.geo+json&qualidade=maxima;3500501
AGUAS DE SANTA BARBARA;AGUAS DE SANTA BARBARA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3500550?formato=application/vnd.geo+json&qualidade=maxima;3500550
AGUAS DE SAO PEDRO;AGUAS DE SAO PEDRO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3500600?formato=application/vnd.geo+json&qualidade=maxima;3500600
AGUAS FORMOSAS;AGUAS FORMOSAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3100906?formato=application/vnd.geo+json&qualidade=maxima;3100906
AGUAS FRIAS;AGUAS FRIAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4200556?formato=application/vnd.geo+json&qualidade=maxima;4200556
AGUAS LINDAS DE GOIAS;AGUAS LINDAS DE GOIAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200258?formato=application/vnd.geo+json&qualidade=maxima;5200258
AGUAS MORNAS;AGUAS MORNAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4200606?formato=application/vnd.geo+json&qualidade=maxima;4200606
AGUAS VERMELHAS;AGUAS VERMELHAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3101003?formato=application/vnd.geo+json&qualidade=maxima;3101003
AGUDO;AGUDO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4300109?formato=application/vnd.geo+json&qualidade=maxima;4300109
AGUDOS;AGUDOS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3500709?formato=application/vnd.geo+json&qualidade=maxima;3500709
AGUDOS DO SUL;AGUDOS DO SUL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4100301?formato=application/vnd.geo+json&qualidade=maxima;4100301
AGUIA BRANCA;AGUIA BRANCA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3200136?formato=application/vnd.geo+json&qualidade=maxima;3200136
AGUIAR;AGUIAR;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2500205?formato=application/vnd.geo+json&qualidade=maxima;2500205
AGUIARNOPOLIS;AGUIARNOPOLIS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1700301?formato=application/vnd.geo+json&qualidade=maxima;1700301
AIMORES;AIMORES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3101102?formato=application/vnd.geo+json&qualidade=maxima;3101102
AIQUARA;AIQUARA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2900603?formato=application/vnd.geo+json&qualidade=maxima;2900603
AIUABA;AIUABA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2300408?formato=application/vnd.geo+json&qualidade=maxima;2300408
AIURUOCA;AIURUOCA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3101201?formato=application/vnd.geo+json&qualidade=maxima;3101201
AJURICABA;AJURICABA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4300208?formato=application/vnd.geo+json&qualidade=maxima;4300208
ALAGOA;ALAGOA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3101300?formato=application/vnd.geo+json&qualidade=maxima;3101300
ALAGOA GRANDE;ALAGOA GRANDE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2500304?formato=application/vnd.geo+json&qualidade=maxima;2500304
ALAGOA NOVA;ALAGOA NOVA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2500403?formato=application/vnd.geo+json&qualidade=maxima;2500403
ALAGOINHA(PB);ALAGOINHA(PB);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2500502?formato=application/vnd.geo+json&qualidade=maxima;2500502
ALAGOINHA(PE);ALAGOINHA(PE);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2600609?formato=application/vnd.geo+json&qualidade=maxima;2600609
ALAGOINHA DO PIAUI;ALAGOINHA DO PIAUI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2200251?formato=application/vnd.geo+json&qualidade=maxima;2200251
ALAGOINHAS;ALAGOINHAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2900702?formato=application/vnd.geo+json&qualidade=maxima;2900702
ALAMBARI;ALAMBARI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3500758?formato=application/vnd.geo+json&qualidade=maxima;3500758
ALBERTINA;ALBERTINA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3101409?formato=application/vnd.geo+json&qualidade=maxima;3101409
ALCANTARA;ALCANTARA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2100204?formato=application/vnd.geo+json&qualidade=maxima;2100204
ALCANTARAS;ALCANTARAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2300507?formato=application/vnd.geo+json&qualidade=maxima;2300507
ALCANTIL;ALCANTIL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2500536?formato=application/vnd.geo+json&qualidade=maxima;2500536
ALCINOPOLIS;ALCINOPOLIS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5000252?formato=application/vnd.geo+json&qualidade=maxima;5000252
ALCOBACA;ALCOBACA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2900801?formato=application/vnd.geo+json&qualidade=maxima;2900801
ALDEIAS ALTAS;ALDEIAS ALTAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2100303?formato=application/vnd.geo+json&qualidade=maxima;2100303
ALECRIM;ALECRIM;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4300307?formato=application/vnd.geo+json&qualidade=maxima;4300307
ALEGRE;ALEGRE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3200201?formato=application/vnd.geo+json&qualidade=maxima;3200201
ALEGRETE;ALEGRETE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4300406?formato=application/vnd.geo+json&qualidade=maxima;4300406
ALEGRETE DO PIAUI;ALEGRETE DO PIAUI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2200277?formato=application/vnd.geo+json&qualidade=maxima;2200277
ALEGRIA;ALEGRIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4300455?formato=application/vnd.geo+json&qualidade=maxima;4300455
ALEM PARAIBA;ALEM PARAIBA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3101508?formato=application/vnd.geo+json&qualidade=maxima;3101508
ALENQUER;ALENQUER;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1500404?formato=application/vnd.geo+json&qualidade=maxima;1500404
ALEXANDRIA;ALEXANDRIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2400505?formato=application/vnd.geo+json&qualidade=maxima;2400505
ALEXANIA;ALEXANIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200308?formato=application/vnd.geo+json&qualidade=maxima;5200308
ALFENAS;ALFENAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3101607?formato=application/vnd.geo+json&qualidade=maxima;3101607
ALFREDO CHAVES;ALFREDO CHAVES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3200300?formato=application/vnd.geo+json&qualidade=maxima;3200300
ALFREDO MARCONDES;ALFREDO MARCONDES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3500808?formato=application/vnd.geo+json&qualidade=maxima;3500808
ALFREDO VASCONCELOS;ALFREDO VASCONCELOS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3101631?formato=application/vnd.geo+json&qualidade=maxima;3101631
ALFREDO WAGNER;ALFREDO WAGNER;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4200705?formato=application/vnd.geo+json&qualidade=maxima;4200705
ALGODAO DE JANDAIRA;ALGODAO DE JANDAIRA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2500577?formato=application/vnd.geo+json&qualidade=maxima;2500577
ALHANDRA;ALHANDRA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2500601?formato=application/vnd.geo+json&qualidade=maxima;2500601
ALIANCA;ALIANCA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2600708?formato=application/vnd.geo+json&qualidade=maxima;2600708
ALIANCA DO TOCANTINS;ALIANCA DO TOCANTINS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1700350?formato=application/vnd.geo+json&qualidade=maxima;1700350
ALMADINA;ALMADINA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2900900?formato=application/vnd.geo+json&qualidade=maxima;2900900
ALMAS;ALMAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1700400?formato=application/vnd.geo+json&qualidade=maxima;1700400
ALMEIRIM;ALMEIRIM;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1500503?formato=application/vnd.geo+json&qualidade=maxima;1500503
ALMENARA;ALMENARA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3101706?formato=application/vnd.geo+json&qualidade=maxima;3101706
ALMINO AFONSO;ALMINO AFONSO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2400604?formato=application/vnd.geo+json&qualidade=maxima;2400604
ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4100400?formato=application/vnd.geo+json&qualidade=maxima;4100400
ALMIRANTE TAMANDARE DO SUL;ALMIRANTE TAMANDARE DO SUL;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4300471?formato=application/vnd.geo+json&qualidade=maxima;4300471
ALOANDIA;ALOANDIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200506?formato=application/vnd.geo+json&qualidade=maxima;5200506
ALPERCATA;ALPERCATA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3101805?formato=application/vnd.geo+json&qualidade=maxima;3101805
ALPESTRE;ALPESTRE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4300505?formato=application/vnd.geo+json&qualidade=maxima;4300505
ALPINOPOLIS;ALPINOPOLIS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3101904?formato=application/vnd.geo+json&qualidade=maxima;3101904
ALTA FLORESTA;ALTA FLORESTA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5100250?formato=application/vnd.geo+json&qualidade=maxima;5100250
ALTA FLORESTA D'OESTE;ALTA FLORESTA D'OESTE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1100015?formato=application/vnd.geo+json&qualidade=maxima;1100015
ALTAIR;ALTAIR;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3500907?formato=application/vnd.geo+json&qualidade=maxima;3500907
ALTAMIRA;ALTAMIRA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1500602?formato=application/vnd.geo+json&qualidade=maxima;1500602
ALTAMIRA DO MARANHAO;ALTAMIRA DO MARANHAO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2100402?formato=application/vnd.geo+json&qualidade=maxima;2100402
ALTAMIRA DO PARANA;ALTAMIRA DO PARANA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4100459?formato=application/vnd.geo+json&qualidade=maxima;4100459
ALTANEIRA;ALTANEIRA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2300606?formato=application/vnd.geo+json&qualidade=maxima;2300606
ALTEROSA;ALTEROSA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3102001?formato=application/vnd.geo+json&qualidade=maxima;3102001
ALTINHO;ALTINHO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2600807?formato=application/vnd.geo+json&qualidade=maxima;2600807
ALTINOPOLIS;ALTINOPOLIS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3501004?formato=application/vnd.geo+json&qualidade=maxima;3501004
ALTO ALEGRE(RR);ALTO ALEGRE(RR);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1400050?formato=application/vnd.geo+json&qualidade=maxima;1400050
ALTO ALEGRE(SP);ALTO ALEGRE(SP);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3501103?formato=application/vnd.geo+json&qualidade=maxima;3501103
ALTO ALEGRE(RS);ALTO ALEGRE(RS);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4300554?formato=application/vnd.geo+json&qualidade=maxima;4300554
ALTO ALEGRE DO MARANHAO;ALTO ALEGRE DO MARANHAO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2100436?formato=application/vnd.geo+json&qualidade=maxima;2100436
ALTO ALEGRE DO PINDARE;ALTO ALEGRE DO PINDARE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2100477?formato=application/vnd.geo+json&qualidade=maxima;2100477
ALTO ALEGRE DOS PARECIS;ALTO ALEGRE DOS PARECIS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1100379?formato=application/vnd.geo+json&qualidade=maxima;1100379
ALTO ARAGUAIA;ALTO ARAGUAIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5100300?formato=application/vnd.geo+json&qualidade=maxima;5100300
ALTO BELA VISTA;ALTO BELA VISTA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4200754?formato=application/vnd.geo+json&qualidade=maxima;4200754
ALTO BOA VISTA;ALTO BOA VISTA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5100359?formato=application/vnd.geo+json&qualidade=maxima;5100359
ALTO CAPARAO;ALTO CAPARAO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3102050?formato=application/vnd.geo+json&qualidade=maxima;3102050
ALTO DO RODRIGUES;ALTO DO RODRIGUES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2400703?formato=application/vnd.geo+json&qualidade=maxima;2400703
ALTO FELIZ;ALTO FELIZ;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4300570?formato=application/vnd.geo+json&qualidade=maxima;4300570
ALTO GARCAS;ALTO GARCAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5100409?formato=application/vnd.geo+json&qualidade=maxima;5100409
ALTO HORIZONTE;ALTO HORIZONTE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200555?formato=application/vnd.geo+json&qualidade=maxima;5200555
ALTO JEQUITIBA;ALTO JEQUITIBA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3153509?formato=application/vnd.geo+json&qualidade=maxima;3153509
ALTO LONGA;ALTO LONGA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2200301?formato=application/vnd.geo+json&qualidade=maxima;2200301
ALTO PARAGUAI;ALTO PARAGUAI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5100508?formato=application/vnd.geo+json&qualidade=maxima;5100508
ALTO PARAISO(RO);ALTO PARAISO(RO);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1100403?formato=application/vnd.geo+json&qualidade=maxima;1100403
ALTO PARAISO(PR);ALTO PARAISO(PR);https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4128625?formato=application/vnd.geo+json&qualidade=maxima;4128625
ALTO PARAISO DE GOIAS;ALTO PARAISO DE GOIAS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5200605?formato=application/vnd.geo+json&qualidade=maxima;5200605
ALTO PARANA;ALTO PARANA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4100608?formato=application/vnd.geo+json&qualidade=maxima;4100608
ALTO PARNAIBA;ALTO PARNAIBA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2100501?formato=application/vnd.geo+json&qualidade=maxima;2100501
ALTO PIQUIRI;ALTO PIQUIRI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4100707?formato=application/vnd.geo+json&qualidade=maxima;4100707
ALTO RIO DOCE;ALTO RIO DOCE;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3102100?formato=application/vnd.geo+json&qualidade=maxima;3102100
ALTO RIO NOVO;ALTO RIO NOVO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3200359?formato=application/vnd.geo+json&qualidade=maxima;3200359
ALTO SANTO;ALTO SANTO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2300705?formato=application/vnd.geo+json&qualidade=maxima;2300705
ALTO TAQUARI;ALTO TAQUARI;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/5100607?formato=application/vnd.geo+json&qualidade=maxima;5100607
ALTONIA;ALTONIA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/4100509?formato=application/vnd.geo+json&qualidade=maxima;4100509
ALTOS;ALTOS;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/2200400?formato=application/vnd.geo+json&qualidade=maxima;2200400
ALUMINIO;ALUMINIO;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3501152?formato=application/vnd.geo+json&qualidade=maxima;3501152
ALVARAES;ALVARAES;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/1300029?formato=application/vnd.geo+json&qualidade=maxima;1300029
ALVARENGA;ALVARENGA;https://servicodados.ibge.gov.br/api/v3/malhas/municipios/3102209?formato=application/vnd.geo+json&qualidade=maxima;3102209
