Alias;Place;Link;Code
ARACAJU;ARACAJU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/28011?formato=application/vnd.geo+json&qualidade=maxima;28011
ARACATUBA;ARACATUBA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35017?formato=application/vnd.geo+json&qualidade=maxima;35017
ARACUAI;ARACUAI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31012?formato=application/vnd.geo+json&qualidade=maxima;31012
ARAGARCAS;ARAGARCAS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/52003?formato=application/vnd.geo+json&qualidade=maxima;52003
ARAGUAINA;ARAGUAINA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/17002?formato=application/vnd.geo+json&qualidade=maxima;17002
ARAPIRACA;ARAPIRACA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/27006?formato=application/vnd.geo+json&qualidade=maxima;27006
ARARANGUA;ARARANGUA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42020?formato=application/vnd.geo+json&qualidade=maxima;42020
ARARAQUARA;ARARAQUARA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35024?formato=application/vnd.geo+json&qualidade=maxima;35024
ARARI;ARARI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/15006?formato=application/vnd.geo+json&qualidade=maxima;15006
ARARIPINA;ARARIPINA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/26001?formato=application/vnd.geo+json&qualidade=maxima;26001
ARAXA;ARAXA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31023?formato=application/vnd.geo+json&qualidade=maxima;31023
ARINOS;ARINOS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/51005?formato=application/vnd.geo+json&qualidade=maxima;51005
ARIPUANA;ARIPUANA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/51001?formato=application/vnd.geo+json&qualidade=maxima;51001
ARIQUEMES;ARIQUEMES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/11003?formato=application/vnd.geo+json&qualidade=maxima;11003
ASSAI;ASSAI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41014?formato=application/vnd.geo+json&qualidade=maxima;41014
ASSIS;ASSIS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35039?formato=application/vnd.geo+json&qualidade=maxima;35039
ASTORGA;ASTORGA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41006?formato=application/vnd.geo+json&qualidade=maxima;41006
AURIFLAMA;AURIFLAMA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35006?formato=application/vnd.geo+json&qualidade=maxima;35006
AVARE;AVARE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35022?formato=application/vnd.geo+json&qualidade=maxima;35022
BACIA DE SAO JOAO;BACIA DE SAO JOAO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/33009?formato=application/vnd.geo+json&qualidade=maxima;33009
BAIA DA ILHA GRANDE;BAIA DA ILHA GRANDE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/33013?formato=application/vnd.geo+json&qualidade=maxima;33013
BAIXA VERDE;BAIXA VERDE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/24013?formato=application/vnd.geo+json&qualidade=maxima;24013
BAIXADA MARANHENSE;BAIXADA MARANHENSE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21005?formato=application/vnd.geo+json&qualidade=maxima;21005
BAIXO COTINGUIBA;BAIXO COTINGUIBA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/28010?formato=application/vnd.geo+json&qualidade=maxima;28010
BAIXO CURU;BAIXO CURU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23009?formato=application/vnd.geo+json&qualidade=maxima;23009
BAIXO JAGUARIBE;BAIXO JAGUARIBE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23023?formato=application/vnd.geo+json&qualidade=maxima;23023
BAIXO PANTANAL;BAIXO PANTANAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/50001?formato=application/vnd.geo+json&qualidade=maxima;50001
BAIXO PARNAIBA MARANHENSE;BAIXO PARNAIBA MARANHENSE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21013?formato=application/vnd.geo+json&qualidade=maxima;21013
BAIXO PARNAIBA PIAUIENSE;BAIXO PARNAIBA PIAUIENSE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/22001?formato=application/vnd.geo+json&qualidade=maxima;22001
BANANAL;BANANAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35052?formato=application/vnd.geo+json&qualidade=maxima;35052
BARBACENA;BARBACENA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31059?formato=application/vnd.geo+json&qualidade=maxima;31059
BARRA;BARRA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29006?formato=application/vnd.geo+json&qualidade=maxima;29006
BARRA DE SAO FRANCISCO;BARRA DE SAO FRANCISCO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/32001?formato=application/vnd.geo+json&qualidade=maxima;32001
BARRA DO PIRAI;BARRA DO PIRAI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/33012?formato=application/vnd.geo+json&qualidade=maxima;33012
BARREIRAS;BARREIRAS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29001?formato=application/vnd.geo+json&qualidade=maxima;29001
BARRETOS;BARRETOS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35009?formato=application/vnd.geo+json&qualidade=maxima;35009
BARRO;BARRO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23031?formato=application/vnd.geo+json&qualidade=maxima;23031
BATALHA;BATALHA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/27004?formato=application/vnd.geo+json&qualidade=maxima;27004
BATATAIS;BATATAIS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35015?formato=application/vnd.geo+json&qualidade=maxima;35015
BATURITE;BATURITE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23013?formato=application/vnd.geo+json&qualidade=maxima;23013
BAURU;BAURU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35020?formato=application/vnd.geo+json&qualidade=maxima;35020
BELEM;BELEM;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/15007?formato=application/vnd.geo+json&qualidade=maxima;15007
BELO HORIZONTE;BELO HORIZONTE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31030?formato=application/vnd.geo+json&qualidade=maxima;31030
BERTOLINIA;BERTOLINIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/22008?formato=application/vnd.geo+json&qualidade=maxima;22008
BICO DO PAPAGAIO;BICO DO PAPAGAIO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/17001?formato=application/vnd.geo+json&qualidade=maxima;17001
BIRIGUI;BIRIGUI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35018?formato=application/vnd.geo+json&qualidade=maxima;35018
BLUMENAU;BLUMENAU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42012?formato=application/vnd.geo+json&qualidade=maxima;42012
BOA VISTA;BOA VISTA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/14001?formato=application/vnd.geo+json&qualidade=maxima;14001
BOCA DO ACRE;BOCA DO ACRE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/13011?formato=application/vnd.geo+json&qualidade=maxima;13011
BOCAIUVA;BOCAIUVA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31009?formato=application/vnd.geo+json&qualidade=maxima;31009
BODOQUENA;BODOQUENA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/50009?formato=application/vnd.geo+json&qualidade=maxima;50009
BOM DESPACHO;BOM DESPACHO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31026?formato=application/vnd.geo+json&qualidade=maxima;31026
BOM JESUS DA LAPA;BOM JESUS DA LAPA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29007?formato=application/vnd.geo+json&qualidade=maxima;29007
BOQUIM;BOQUIM;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/28012?formato=application/vnd.geo+json&qualidade=maxima;28012
BOQUIRA;BOQUIRA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29022?formato=application/vnd.geo+json&qualidade=maxima;29022
BORBOREMA POTIGUAR;BORBOREMA POTIGUAR;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/24014?formato=application/vnd.geo+json&qualidade=maxima;24014
BOTUCATU;BOTUCATU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35023?formato=application/vnd.geo+json&qualidade=maxima;35023
BRAGANCA PAULISTA;BRAGANCA PAULISTA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35048?formato=application/vnd.geo+json&qualidade=maxima;35048
BRAGANTINA;BRAGANTINA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/15010?formato=application/vnd.geo+json&qualidade=maxima;15010
BRASILEIA;BRASILEIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/12005?formato=application/vnd.geo+json&qualidade=maxima;12005
BRASILIA;BRASILIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/53001?formato=application/vnd.geo+json&qualidade=maxima;53001
BREJO PARAIBANO;BREJO PARAIBANO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25015?formato=application/vnd.geo+json&qualidade=maxima;25015
BREJO PERNAMBUCANO;BREJO PERNAMBUCANO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/26012?formato=application/vnd.geo+json&qualidade=maxima;26012
BREJO SANTO;BREJO SANTO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23033?formato=application/vnd.geo+json&qualidade=maxima;23033
BRUMADO;BRUMADO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29027?formato=application/vnd.geo+json&qualidade=maxima;29027
CACHOEIRA DO SUL;CACHOEIRA DO SUL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43022?formato=application/vnd.geo+json&qualidade=maxima;43022
CACHOEIRO DE ITAPEMIRIM;CACHOEIRO DE ITAPEMIRIM;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/32012?formato=application/vnd.geo+json&qualidade=maxima;32012
CACOAL;CACOAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/11006?formato=application/vnd.geo+json&qualidade=maxima;11006
CAJAZEIRAS;CAJAZEIRAS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25002?formato=application/vnd.geo+json&qualidade=maxima;25002
CAMAQUA;CAMAQUA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43028?formato=application/vnd.geo+json&qualidade=maxima;43028
CAMETA;CAMETA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/15011?formato=application/vnd.geo+json&qualidade=maxima;15011
CAMPANHA CENTRAL;CAMPANHA CENTRAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43030?formato=application/vnd.geo+json&qualidade=maxima;43030
CAMPANHA MERIDIONAL;CAMPANHA MERIDIONAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43031?formato=application/vnd.geo+json&qualidade=maxima;43031
CAMPANHA OCIDENTAL;CAMPANHA OCIDENTAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43029?formato=application/vnd.geo+json&qualidade=maxima;43029
CAMPINA GRANDE;CAMPINA GRANDE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25017?formato=application/vnd.geo+json&qualidade=maxima;25017
CAMPINAS;CAMPINAS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35032?formato=application/vnd.geo+json&qualidade=maxima;35032
CAMPO BELO;CAMPO BELO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31045?formato=application/vnd.geo+json&qualidade=maxima;31045
CAMPO GRANDE;CAMPO GRANDE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/50004?formato=application/vnd.geo+json&qualidade=maxima;50004
CAMPO MAIOR;CAMPO MAIOR;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/22004?formato=application/vnd.geo+json&qualidade=maxima;22004
CAMPO MOURAO;CAMPO MOURAO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41005?formato=application/vnd.geo+json&qualidade=maxima;41005
CAMPOS DE LAGES;CAMPOS DE LAGES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42010?formato=application/vnd.geo+json&qualidade=maxima;42010
CAMPOS DO JORDAO;CAMPOS DO JORDAO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35049?formato=application/vnd.geo+json&qualidade=maxima;35049
CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/33003?formato=application/vnd.geo+json&qualidade=maxima;33003
CANARANA;CANARANA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/51010?formato=application/vnd.geo+json&qualidade=maxima;51010
CANINDE;CANINDE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23012?formato=application/vnd.geo+json&qualidade=maxima;23012
CANOINHAS;CANOINHAS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42006?formato=application/vnd.geo+json&qualidade=maxima;42006
CANTAGALO-CORDEIRO;CANTAGALO-CORDEIRO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/33006?formato=application/vnd.geo+json&qualidade=maxima;33006
CAPANEMA;CAPANEMA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41025?formato=application/vnd.geo+json&qualidade=maxima;41025
CAPAO BONITO;CAPAO BONITO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35044?formato=application/vnd.geo+json&qualidade=maxima;35044
CAPELINHA;CAPELINHA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31011?formato=application/vnd.geo+json&qualidade=maxima;31011
CARACARAI;CARACARAI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/14003?formato=application/vnd.geo+json&qualidade=maxima;14003
CARAGUATATUBA;CARAGUATATUBA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35054?formato=application/vnd.geo+json&qualidade=maxima;35054
CARATINGA;CARATINGA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31040?formato=application/vnd.geo+json&qualidade=maxima;31040
CARAZINHO;CARAZINHO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43009?formato=application/vnd.geo+json&qualidade=maxima;43009
CARIRA;CARIRA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/28002?formato=application/vnd.geo+json&qualidade=maxima;28002
CARIRI;CARIRI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23032?formato=application/vnd.geo+json&qualidade=maxima;23032
CARIRI OCIDENTAL;CARIRI OCIDENTAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25010?formato=application/vnd.geo+json&qualidade=maxima;25010
CARIRI ORIENTAL;CARIRI ORIENTAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25011?formato=application/vnd.geo+json&qualidade=maxima;25011
CARIRIACU;CARIRIACU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23030?formato=application/vnd.geo+json&qualidade=maxima;23030
CASSILANDIA;CASSILANDIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/50005?formato=application/vnd.geo+json&qualidade=maxima;50005
CASTANHAL;CASTANHAL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/15008?formato=application/vnd.geo+json&qualidade=maxima;15008
CATAGUASES;CATAGUASES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31066?formato=application/vnd.geo+json&qualidade=maxima;31066
CATALAO;CATALAO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/52017?formato=application/vnd.geo+json&qualidade=maxima;52017
CATANDUVA;CATANDUVA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/35005?formato=application/vnd.geo+json&qualidade=maxima;35005
CATOLE DO ROCHA;CATOLE DO ROCHA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/25001?formato=application/vnd.geo+json&qualidade=maxima;25001
CATU;CATU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29019?formato=application/vnd.geo+json&qualidade=maxima;29019
CAXIAS;CAXIAS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21017?formato=application/vnd.geo+json&qualidade=maxima;21017
CAXIAS DO SUL;CAXIAS DO SUL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43016?formato=application/vnd.geo+json&qualidade=maxima;43016
CERES;CERES;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/52006?formato=application/vnd.geo+json&qualidade=maxima;52006
CERRO AZUL;CERRO AZUL;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41035?formato=application/vnd.geo+json&qualidade=maxima;41035
CERRO LARGO;CERRO LARGO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/43006?formato=application/vnd.geo+json&qualidade=maxima;43006
CHAPADA DO APODI;CHAPADA DO APODI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/24002?formato=application/vnd.geo+json&qualidade=maxima;24002
CHAPADA DO ARARIPE;CHAPADA DO ARARIPE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23029?formato=application/vnd.geo+json&qualidade=maxima;23029
CHAPADA DOS VEADEIROS;CHAPADA DOS VEADEIROS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/52005?formato=application/vnd.geo+json&qualidade=maxima;52005
CHAPADAS DAS MANGABEIRAS;CHAPADAS DAS MANGABEIRAS;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21021?formato=application/vnd.geo+json&qualidade=maxima;21021
CHAPADAS DO ALTO ITAPECURU;CHAPADAS DO ALTO ITAPECURU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21018?formato=application/vnd.geo+json&qualidade=maxima;21018
CHAPADAS DO EXTREMO SUL PIAUIENSE;CHAPADAS DO EXTREMO SUL PIAUIENSE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/22012?formato=application/vnd.geo+json&qualidade=maxima;22012
CHAPADINHA;CHAPADINHA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21014?formato=application/vnd.geo+json&qualidade=maxima;21014
CHAPECO;CHAPECO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42002?formato=application/vnd.geo+json&qualidade=maxima;42002
CHOROZINHO;CHOROZINHO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23014?formato=application/vnd.geo+json&qualidade=maxima;23014
CIANORTE;CIANORTE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41003?formato=application/vnd.geo+json&qualidade=maxima;41003
COARI;COARI;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/13006?formato=application/vnd.geo+json&qualidade=maxima;13006
CODO;CODO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21015?formato=application/vnd.geo+json&qualidade=maxima;21015
COELHO NETO;COELHO NETO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/21016?formato=application/vnd.geo+json&qualidade=maxima;21016
COLATINA;COLATINA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/32003?formato=application/vnd.geo+json&qualidade=maxima;32003
COLIDER;COLIDER;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/51003?formato=application/vnd.geo+json&qualidade=maxima;51003
COLORADO DO OESTE;COLORADO DO OESTE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/11008?formato=application/vnd.geo+json&qualidade=maxima;11008
CONCEICAO DO ARAGUAIA;CONCEICAO DO ARAGUAIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/15022?formato=application/vnd.geo+json&qualidade=maxima;15022
CONCEICAO DO MATO DENTRO;CONCEICAO DO MATO DENTRO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31028?formato=application/vnd.geo+json&qualidade=maxima;31028
CONCORDIA;CONCORDIA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42005?formato=application/vnd.geo+json&qualidade=maxima;42005
CONSELHEIRO LAFAIETE;CONSELHEIRO LAFAIETE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/31034?formato=application/vnd.geo+json&qualidade=maxima;31034
COREAU;COREAU;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/23003?formato=application/vnd.geo+json&qualidade=maxima;23003
CORNELIO PROCOPIO;CORNELIO PROCOPIO;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/41015?formato=application/vnd.geo+json&qualidade=maxima;41015
COTEGIPE;COTEGIPE;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/29002?formato=application/vnd.geo+json&qualidade=maxima;29002
COTINGUIBA;COTINGUIBA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/28008?formato=application/vnd.geo+json&qualidade=maxima;28008
CRICIUMA;CRICIUMA;https://servicodados.ibge.gov.br/api/v3/malhas/microrregioes/42019?formato=application/vnd.geo+json&qualidade=maxima;42019
