"ADAMANTINA","ADAMANTINA","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3500105
"ADELANDIA","ADELANDIA","https://servicodados.ibge.gov.br/api/v2/malhas/52?resolucao=5&formato=application/vnd.geo+json",52,5200159
"ADOLFO","ADOLFO","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3500204
"ADRIANOPOLIS","ADRIANOPOLIS","https://servicodados.ibge.gov.br/api/v2/malhas/41?resolucao=5&formato=application/vnd.geo+json",41,4100202
"ADUSTINA","ADUSTINA","https://servicodados.ibge.gov.br/api/v2/malhas/29?resolucao=5&formato=application/vnd.geo+json",29,2900355
"AFOGADOS DA INGAZEIRA","AFOGADOS DA INGAZEIRA","https://servicodados.ibge.gov.br/api/v2/malhas/26?resolucao=5&formato=application/vnd.geo+json",26,2600104
"AFONSO BEZERRA","AFONSO BEZERRA","https://servicodados.ibge.gov.br/api/v2/malhas/24?resolucao=5&formato=application/vnd.geo+json",24,2400307
"AFONSO CLAUDIO","AFONSO CLAUDIO","https://servicodados.ibge.gov.br/api/v2/malhas/32?resolucao=5&formato=application/vnd.geo+json",32,3200102
"AFONSO CUNHA","AFONSO CUNHA","https://servicodados.ibge.gov.br/api/v2/malhas/21?resolucao=5&formato=application/vnd.geo+json",21,2100105
"AFRANIO","AFRANIO","https://servicodados.ibge.gov.br/api/v2/malhas/26?resolucao=5&formato=application/vnd.geo+json",26,2600203
"AFUA","AFUA","https://servicodados.ibge.gov.br/api/v2/malhas/15?resolucao=5&formato=application/vnd.geo+json",15,1500305
"AGRESTINA","AGRESTINA","https://servicodados.ibge.gov.br/api/v2/malhas/26?resolucao=5&formato=application/vnd.geo+json",26,2600302
"AGRICOLANDIA","AGRICOLANDIA","https://servicodados.ibge.gov.br/api/v2/malhas/22?resolucao=5&formato=application/vnd.geo+json",22,2200103
"AGROLANDIA","AGROLANDIA","https://servicodados.ibge.gov.br/api/v2/malhas/42?resolucao=5&formato=application/vnd.geo+json",42,4200200
"AGRONOMICA","AGRONOMICA","https://servicodados.ibge.gov.br/api/v2/malhas/42?resolucao=5&formato=application/vnd.geo+json",42,4200309
"AGUA AZUL DO NORTE","AGUA AZUL DO NORTE","https://servicodados.ibge.gov.br/api/v2/malhas/15?resolucao=5&formato=application/vnd.geo+json",15,1500347
"AGUA BOA(MG)","AGUA BOA(MG)","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3100609
"AGUA BOA(MT)","AGUA BOA(MT)","https://servicodados.ibge.gov.br/api/v2/malhas/51?resolucao=5&formato=application/vnd.geo+json",51,5100201
"AGUA BRANCA(PI)","AGUA BRANCA(PI)","https://servicodados.ibge.gov.br/api/v2/malhas/22?resolucao=5&formato=application/vnd.geo+json",22,2200202
"AGUA BRANCA(PB)","AGUA BRANCA(PB)","https://servicodados.ibge.gov.br/api/v2/malhas/25?resolucao=5&formato=application/vnd.geo+json",25,2500106
"AGUA BRANCA(AL)","AGUA BRANCA(AL)","https://servicodados.ibge.gov.br/api/v2/malhas/27?resolucao=5&formato=application/vnd.geo+json",27,2700102
"AGUA CLARA","AGUA CLARA","https://servicodados.ibge.gov.br/api/v2/malhas/50?resolucao=5&formato=application/vnd.geo+json",50,5000203
"AGUA COMPRIDA","AGUA COMPRIDA","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3100708
"AGUA DOCE","AGUA DOCE","https://servicodados.ibge.gov.br/api/v2/malhas/42?resolucao=5&formato=application/vnd.geo+json",42,4200408
"AGUA DOCE DO MARANHAO","AGUA DOCE DO MARANHAO","https://servicodados.ibge.gov.br/api/v2/malhas/21?resolucao=5&formato=application/vnd.geo+json",21,2100154
"AGUA DOCE DO NORTE","AGUA DOCE DO NORTE","https://servicodados.ibge.gov.br/api/v2/malhas/32?resolucao=5&formato=application/vnd.geo+json",32,3200169
"AGUA FRIA","AGUA FRIA","https://servicodados.ibge.gov.br/api/v2/malhas/29?resolucao=5&formato=application/vnd.geo+json",29,2900405
"AGUA FRIA DE GOIAS","AGUA FRIA DE GOIAS","https://servicodados.ibge.gov.br/api/v2/malhas/52?resolucao=5&formato=application/vnd.geo+json",52,5200175
"AGUA LIMPA","AGUA LIMPA","https://servicodados.ibge.gov.br/api/v2/malhas/52?resolucao=5&formato=application/vnd.geo+json",52,5200209
"AGUA NOVA","AGUA NOVA","https://servicodados.ibge.gov.br/api/v2/malhas/24?resolucao=5&formato=application/vnd.geo+json",24,2400406
"AGUA PRETA","AGUA PRETA","https://servicodados.ibge.gov.br/api/v2/malhas/26?resolucao=5&formato=application/vnd.geo+json",26,2600401
"AGUA SANTA","AGUA SANTA","https://servicodados.ibge.gov.br/api/v2/malhas/43?resolucao=5&formato=application/vnd.geo+json",43,4300059
"AGUAI","AGUAI","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3500303
"AGUANIL","AGUANIL","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3100807
"AGUAS BELAS","AGUAS BELAS","https://servicodados.ibge.gov.br/api/v2/malhas/26?resolucao=5&formato=application/vnd.geo+json",26,2600500
"AGUAS DA PRATA","AGUAS DA PRATA","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3500402
"AGUAS DE CHAPECO","AGUAS DE CHAPECO","https://servicodados.ibge.gov.br/api/v2/malhas/42?resolucao=5&formato=application/vnd.geo+json",42,4200507
"AGUAS DE LINDOIA","AGUAS DE LINDOIA","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3500501
"AGUAS DE SANTA BARBARA","AGUAS DE SANTA BARBARA","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3500550
"AGUAS DE SAO PEDRO","AGUAS DE SAO PEDRO","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3500600
"AGUAS FORMOSAS","AGUAS FORMOSAS","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3100906
"AGUAS FRIAS","AGUAS FRIAS","https://servicodados.ibge.gov.br/api/v2/malhas/42?resolucao=5&formato=application/vnd.geo+json",42,4200556
"AGUAS LINDAS DE GOIAS","AGUAS LINDAS DE GOIAS","https://servicodados.ibge.gov.br/api/v2/malhas/52?resolucao=5&formato=application/vnd.geo+json",52,5200258
"AGUAS MORNAS","AGUAS MORNAS","https://servicodados.ibge.gov.br/api/v2/malhas/42?resolucao=5&formato=application/vnd.geo+json",42,4200606
"AGUAS VERMELHAS","AGUAS VERMELHAS","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3101003
"AGUDO","AGUDO","https://servicodados.ibge.gov.br/api/v2/malhas/43?resolucao=5&formato=application/vnd.geo+json",43,4300109
"AGUDOS","AGUDOS","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3500709
"AGUDOS DO SUL","AGUDOS DO SUL","https://servicodados.ibge.gov.br/api/v2/malhas/41?resolucao=5&formato=application/vnd.geo+json",41,4100301
"AGUIA BRANCA","AGUIA BRANCA","https://servicodados.ibge.gov.br/api/v2/malhas/32?resolucao=5&formato=application/vnd.geo+json",32,3200136
"AGUIAR","AGUIAR","https://servicodados.ibge.gov.br/api/v2/malhas/25?resolucao=5&formato=application/vnd.geo+json",25,2500205
"AGUIARNOPOLIS","AGUIARNOPOLIS","https://servicodados.ibge.gov.br/api/v2/malhas/17?resolucao=5&formato=application/vnd.geo+json",17,1700301
"AIMORES","AIMORES","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3101102
"AIQUARA","AIQUARA","https://servicodados.ibge.gov.br/api/v2/malhas/29?resolucao=5&formato=application/vnd.geo+json",29,2900603
"AIUABA","AIUABA","https://servicodados.ibge.gov.br/api/v2/malhas/23?resolucao=5&formato=application/vnd.geo+json",23,2300408
"AIURUOCA","AIURUOCA","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3101201
"AJURICABA","AJURICABA","https://servicodados.ibge.gov.br/api/v2/malhas/43?resolucao=5&formato=application/vnd.geo+json",43,4300208
"ALAGOA","ALAGOA","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3101300
"ALAGOA GRANDE","ALAGOA GRANDE","https://servicodados.ibge.gov.br/api/v2/malhas/25?resolucao=5&formato=application/vnd.geo+json",25,2500304
"ALAGOA NOVA","ALAGOA NOVA","https://servicodados.ibge.gov.br/api/v2/malhas/25?resolucao=5&formato=application/vnd.geo+json",25,2500403
"ALAGOINHA(PB)","ALAGOINHA(PB)","https://servicodados.ibge.gov.br/api/v2/malhas/25?resolucao=5&formato=application/vnd.geo+json",25,2500502
"ALAGOINHA(PE)","ALAGOINHA(PE)","https://servicodados.ibge.gov.br/api/v2/malhas/26?resolucao=5&formato=application/vnd.geo+json",26,2600609
"ALAGOINHA DO PIAUI","ALAGOINHA DO PIAUI","https://servicodados.ibge.gov.br/api/v2/malhas/22?resolucao=5&formato=application/vnd.geo+json",22,2200251
"ALAGOINHAS","ALAGOINHAS","https://servicodados.ibge.gov.br/api/v2/malhas/29?resolucao=5&formato=application/vnd.geo+json",29,2900702
"ALAMBARI","ALAMBARI","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3500758
"ALBERTINA","ALBERTINA","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3101409
"ALCANTARA","ALCANTARA","https://servicodados.ibge.gov.br/api/v2/malhas/21?resolucao=5&formato=application/vnd.geo+json",21,2100204
"ALCANTARAS","ALCANTARAS","https://servicodados.ibge.gov.br/api/v2/malhas/23?resolucao=5&formato=application/vnd.geo+json",23,2300507
"ALCANTIL","ALCANTIL","https://servicodados.ibge.gov.br/api/v2/malhas/25?resolucao=5&formato=application/vnd.geo+json",25,2500536
"ALCINOPOLIS","ALCINOPOLIS","https://servicodados.ibge.gov.br/api/v2/malhas/50?resolucao=5&formato=application/vnd.geo+json",50,5000252
"ALCOBACA","ALCOBACA","https://servicodados.ibge.gov.br/api/v2/malhas/29?resolucao=5&formato=application/vnd.geo+json",29,2900801
"ALDEIAS ALTAS","ALDEIAS ALTAS","https://servicodados.ibge.gov.br/api/v2/malhas/21?resolucao=5&formato=application/vnd.geo+json",21,2100303
"ALECRIM","ALECRIM","https://servicodados.ibge.gov.br/api/v2/malhas/43?resolucao=5&formato=application/vnd.geo+json",43,4300307
"ALEGRE","ALEGRE","https://servicodados.ibge.gov.br/api/v2/malhas/32?resolucao=5&formato=application/vnd.geo+json",32,3200201
"ALEGRETE","ALEGRETE","https://servicodados.ibge.gov.br/api/v2/malhas/43?resolucao=5&formato=application/vnd.geo+json",43,4300406
"ALEGRETE DO PIAUI","ALEGRETE DO PIAUI","https://servicodados.ibge.gov.br/api/v2/malhas/22?resolucao=5&formato=application/vnd.geo+json",22,2200277
"ALEGRIA","ALEGRIA","https://servicodados.ibge.gov.br/api/v2/malhas/43?resolucao=5&formato=application/vnd.geo+json",43,4300455
"ALEM PARAIBA","ALEM PARAIBA","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3101508
"ALENQUER","ALENQUER","https://servicodados.ibge.gov.br/api/v2/malhas/15?resolucao=5&formato=application/vnd.geo+json",15,1500404
"ALEXANDRIA","ALEXANDRIA","https://servicodados.ibge.gov.br/api/v2/malhas/24?resolucao=5&formato=application/vnd.geo+json",24,2400505
"ALEXANIA","ALEXANIA","https://servicodados.ibge.gov.br/api/v2/malhas/52?resolucao=5&formato=application/vnd.geo+json",52,5200308
"ALFENAS","ALFENAS","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3101607
"ALFREDO CHAVES","ALFREDO CHAVES","https://servicodados.ibge.gov.br/api/v2/malhas/32?resolucao=5&formato=application/vnd.geo+json",32,3200300
"ALFREDO MARCONDES","ALFREDO MARCONDES","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3500808
"ALFREDO VASCONCELOS","ALFREDO VASCONCELOS","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3101631
"ALFREDO WAGNER","ALFREDO WAGNER","https://servicodados.ibge.gov.br/api/v2/malhas/42?resolucao=5&formato=application/vnd.geo+json",42,4200705
"ALGODAO DE JANDAIRA","ALGODAO DE JANDAIRA","https://servicodados.ibge.gov.br/api/v2/malhas/25?resolucao=5&formato=application/vnd.geo+json",25,2500577
"ALHANDRA","ALHANDRA","https://servicodados.ibge.gov.br/api/v2/malhas/25?resolucao=5&formato=application/vnd.geo+json",25,2500601
"ALIANCA","ALIANCA","https://servicodados.ibge.gov.br/api/v2/malhas/26?resolucao=5&formato=application/vnd.geo+json",26,2600708
"ALIANCA DO TOCANTINS","ALIANCA DO TOCANTINS","https://servicodados.ibge.gov.br/api/v2/malhas/17?resolucao=5&formato=application/vnd.geo+json",17,1700350
"ALMADINA","ALMADINA","https://servicodados.ibge.gov.br/api/v2/malhas/29?resolucao=5&formato=application/vnd.geo+json",29,2900900
"ALMAS","ALMAS","https://servicodados.ibge.gov.br/api/v2/malhas/17?resolucao=5&formato=application/vnd.geo+json",17,1700400
"ALMEIRIM","ALMEIRIM","https://servicodados.ibge.gov.br/api/v2/malhas/15?resolucao=5&formato=application/vnd.geo+json",15,1500503
"ALMENARA","ALMENARA","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3101706
"ALMINO AFONSO","ALMINO AFONSO","https://servicodados.ibge.gov.br/api/v2/malhas/24?resolucao=5&formato=application/vnd.geo+json",24,2400604
"ALMIRANTE TAMANDARE","ALMIRANTE TAMANDARE","https://servicodados.ibge.gov.br/api/v2/malhas/41?resolucao=5&formato=application/vnd.geo+json",41,4100400
"ALMIRANTE TAMANDARE DO SUL","ALMIRANTE TAMANDARE DO SUL","https://servicodados.ibge.gov.br/api/v2/malhas/43?resolucao=5&formato=application/vnd.geo+json",43,4300471
"ALOANDIA","ALOANDIA","https://servicodados.ibge.gov.br/api/v2/malhas/52?resolucao=5&formato=application/vnd.geo+json",52,5200506
"ALPERCATA","ALPERCATA","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3101805
"ALPESTRE","ALPESTRE","https://servicodados.ibge.gov.br/api/v2/malhas/43?resolucao=5&formato=application/vnd.geo+json",43,4300505
"ALPINOPOLIS","ALPINOPOLIS","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3101904
"ALTA FLORESTA","ALTA FLORESTA","https://servicodados.ibge.gov.br/api/v2/malhas/51?resolucao=5&formato=application/vnd.geo+json",51,5100250
"ALTA FLORESTA D'OESTE","ALTA FLORESTA D'OESTE","https://servicodados.ibge.gov.br/api/v2/malhas/11?resolucao=5&formato=application/vnd.geo+json",11,1100015
"ALTAIR","ALTAIR","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3500907
"ALTAMIRA","ALTAMIRA","https://servicodados.ibge.gov.br/api/v2/malhas/15?resolucao=5&formato=application/vnd.geo+json",15,1500602
"ALTAMIRA DO MARANHAO","ALTAMIRA DO MARANHAO","https://servicodados.ibge.gov.br/api/v2/malhas/21?resolucao=5&formato=application/vnd.geo+json",21,2100402
"ALTAMIRA DO PARANA","ALTAMIRA DO PARANA","https://servicodados.ibge.gov.br/api/v2/malhas/41?resolucao=5&formato=application/vnd.geo+json",41,4100459
"ALTANEIRA","ALTANEIRA","https://servicodados.ibge.gov.br/api/v2/malhas/23?resolucao=5&formato=application/vnd.geo+json",23,2300606
"ALTEROSA","ALTEROSA","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3102001
"ALTINHO","ALTINHO","https://servicodados.ibge.gov.br/api/v2/malhas/26?resolucao=5&formato=application/vnd.geo+json",26,2600807
"ALTINOPOLIS","ALTINOPOLIS","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3501004
"ALTO ALEGRE(RR)","ALTO ALEGRE(RR)","https://servicodados.ibge.gov.br/api/v2/malhas/14?resolucao=5&formato=application/vnd.geo+json",14,1400050
"ALTO ALEGRE(SP)","ALTO ALEGRE(SP)","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3501103
"ALTO ALEGRE(RS)","ALTO ALEGRE(RS)","https://servicodados.ibge.gov.br/api/v2/malhas/43?resolucao=5&formato=application/vnd.geo+json",43,4300554
"ALTO ALEGRE DO MARANHAO","ALTO ALEGRE DO MARANHAO","https://servicodados.ibge.gov.br/api/v2/malhas/21?resolucao=5&formato=application/vnd.geo+json",21,2100436
"ALTO ALEGRE DO PINDARE","ALTO ALEGRE DO PINDARE","https://servicodados.ibge.gov.br/api/v2/malhas/21?resolucao=5&formato=application/vnd.geo+json",21,2100477
"ALTO ALEGRE DOS PARECIS","ALTO ALEGRE DOS PARECIS","https://servicodados.ibge.gov.br/api/v2/malhas/11?resolucao=5&formato=application/vnd.geo+json",11,1100379
"ALTO ARAGUAIA","ALTO ARAGUAIA","https://servicodados.ibge.gov.br/api/v2/malhas/51?resolucao=5&formato=application/vnd.geo+json",51,5100300
"ALTO BELA VISTA","ALTO BELA VISTA","https://servicodados.ibge.gov.br/api/v2/malhas/42?resolucao=5&formato=application/vnd.geo+json",42,4200754
"ALTO BOA VISTA","ALTO BOA VISTA","https://servicodados.ibge.gov.br/api/v2/malhas/51?resolucao=5&formato=application/vnd.geo+json",51,5100359
"ALTO CAPARAO","ALTO CAPARAO","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3102050
"ALTO DO RODRIGUES","ALTO DO RODRIGUES","https://servicodados.ibge.gov.br/api/v2/malhas/24?resolucao=5&formato=application/vnd.geo+json",24,2400703
"ALTO FELIZ","ALTO FELIZ","https://servicodados.ibge.gov.br/api/v2/malhas/43?resolucao=5&formato=application/vnd.geo+json",43,4300570
"ALTO GARCAS","ALTO GARCAS","https://servicodados.ibge.gov.br/api/v2/malhas/51?resolucao=5&formato=application/vnd.geo+json",51,5100409
"ALTO HORIZONTE","ALTO HORIZONTE","https://servicodados.ibge.gov.br/api/v2/malhas/52?resolucao=5&formato=application/vnd.geo+json",52,5200555
"ALTO JEQUITIBA","ALTO JEQUITIBA","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3153509
"ALTO LONGA","ALTO LONGA","https://servicodados.ibge.gov.br/api/v2/malhas/22?resolucao=5&formato=application/vnd.geo+json",22,2200301
"ALTO PARAGUAI","ALTO PARAGUAI","https://servicodados.ibge.gov.br/api/v2/malhas/51?resolucao=5&formato=application/vnd.geo+json",51,5100508
"ALTO PARAISO(RO)","ALTO PARAISO(RO)","https://servicodados.ibge.gov.br/api/v2/malhas/11?resolucao=5&formato=application/vnd.geo+json",11,1100403
"ALTO PARAISO(PR)","ALTO PARAISO(PR)","https://servicodados.ibge.gov.br/api/v2/malhas/41?resolucao=5&formato=application/vnd.geo+json",41,4128625
"ALTO PARAISO DE GOIAS","ALTO PARAISO DE GOIAS","https://servicodados.ibge.gov.br/api/v2/malhas/52?resolucao=5&formato=application/vnd.geo+json",52,5200605
"ALTO PARANA","ALTO PARANA","https://servicodados.ibge.gov.br/api/v2/malhas/41?resolucao=5&formato=application/vnd.geo+json",41,4100608
"ALTO PARNAIBA","ALTO PARNAIBA","https://servicodados.ibge.gov.br/api/v2/malhas/21?resolucao=5&formato=application/vnd.geo+json",21,2100501
"ALTO PIQUIRI","ALTO PIQUIRI","https://servicodados.ibge.gov.br/api/v2/malhas/41?resolucao=5&formato=application/vnd.geo+json",41,4100707
"ALTO RIO DOCE","ALTO RIO DOCE","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3102100
"ALTO RIO NOVO","ALTO RIO NOVO","https://servicodados.ibge.gov.br/api/v2/malhas/32?resolucao=5&formato=application/vnd.geo+json",32,3200359
"ALTO SANTO","ALTO SANTO","https://servicodados.ibge.gov.br/api/v2/malhas/23?resolucao=5&formato=application/vnd.geo+json",23,2300705
"ALTO TAQUARI","ALTO TAQUARI","https://servicodados.ibge.gov.br/api/v2/malhas/51?resolucao=5&formato=application/vnd.geo+json",51,5100607
"ALTONIA","ALTONIA","https://servicodados.ibge.gov.br/api/v2/malhas/41?resolucao=5&formato=application/vnd.geo+json",41,4100509
"ALTOS","ALTOS","https://servicodados.ibge.gov.br/api/v2/malhas/22?resolucao=5&formato=application/vnd.geo+json",22,2200400
"ALUMINIO","ALUMINIO","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3501152
"ALVARAES","ALVARAES","https://servicodados.ibge.gov.br/api/v2/malhas/13?resolucao=5&formato=application/vnd.geo+json",13,1300029
"ALVARENGA","ALVARENGA","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3102209
"ALVARES FLORENCE","ALVARES FLORENCE","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3501202
"ALVARES MACHADO","ALVARES MACHADO","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3501301
"ALVARO DE CARVALHO","ALVARO DE CARVALHO","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3501400
"ALVINLANDIA","ALVINLANDIA","https://servicodados.ibge.gov.br/api/v2/malhas/35?resolucao=5&formato=application/vnd.geo+json",35,3501509
"ALVINOPOLIS","ALVINOPOLIS","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3102308
"ALVORADA(TO)","ALVORADA(TO)","https://servicodados.ibge.gov.br/api/v2/malhas/17?resolucao=5&formato=application/vnd.geo+json",17,1700707
"ALVORADA(RS)","ALVORADA(RS)","https://servicodados.ibge.gov.br/api/v2/malhas/43?resolucao=5&formato=application/vnd.geo+json",43,4300604
"ALVORADA DE MINAS","ALVORADA DE MINAS","https://servicodados.ibge.gov.br/api/v2/malhas/31?resolucao=5&formato=application/vnd.geo+json",31,3102407
"ALVORADA DO GURGUEIA","ALVORADA DO GURGUEIA","https://servicodados.ibge.gov.br/api/v2/malhas/22?resolucao=5&formato=application/vnd.geo+json",22,2200459
"ALVORADA DO NORTE","ALVORADA DO NORTE","https://servicodados.ibge.gov.br/api/v2/malhas/52?resolucao=5&formato=application/vnd.geo+json",52,5200803
"ALVORADA DO SUL","ALVORADA DO SUL","https://servicodados.ibge.gov.br/api/v2/malhas/41?resolucao=5&formato=application/vnd.geo+json",41,4100806
